Country,Region,Happiness Rank,Score,Standard Error,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,Year,Lower Confidence Interval,Upper Confidence Interval,Happiness.Rank,Whisker.high,Whisker.low,Economy..GDP.per.Capita.,Health..Life.Expectancy.,Trust..Government.Corruption.,Dystopia.Residual,Overall rank,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Perceptions of corruption,Regional indicator,Standard error of ladder score,upperwhisker,lowerwhisker,Logged GDP per capita,Ladder score in Dystopia,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual,RANK,Whisker-high,Whisker-low,Dystopia (1.83) + residual,Explained by: GDP per capita
Germany,,,6.8917999267578125,,,,,,,0.0300377290695905,,2023,,,,,,,,,,,,0.8959547877311707,71.29983520507812,0.845851480960846,0.4195641279220581,,0.0494862608611583,6.988792896270752,6.794806957244873,10.878609657287598,1.777825117111206,1.9194389581680296,1.4009678363800049,0.5386563539505005,0.6177360415458679,0.1525479108095169,0.3649562299251556,1.8975253105163572,,,,,
Belgium,,,6.859099864959717,,,,,,,0.0014193850802257,,2023,,,,,,,,,,,,0.9148709774017334,70.89908599853516,0.8252285122871399,0.5485734343528748,,0.0339434407651424,6.925629138946533,6.7925705909729,10.843586921691896,1.777825117111206,1.9068782329559328,1.448750376701355,0.5277373194694519,0.5902925133705139,0.137192815542221,0.2725510895252228,1.9757428169250488,,,,,
Czechia,,,6.845200061798096,,,,,,,0.039763081818819,,2023,,,,,,,,,,,,0.9525779485702516,69.04974365234375,0.90251487493515,0.8589491844177246,,0.0438173189759254,6.931081771850586,6.7593183517456055,10.6110200881958,1.777825117111206,1.823468804359436,1.5439990758895874,0.4773488640785217,0.6931394934654236,0.1577660143375396,0.0502391494810581,2.0992393493652344,,,,,
United Kingdom,,,6.795599937438965,,,,,,,0.2533075213432312,,2023,,,,,,,,,,,,0.8822047114372253,70.30000305175781,0.8521915674209595,0.4540797472000122,,0.0415226258337497,6.876984119415283,6.714215755462647,10.70424461364746,1.777825117111206,1.856903433799744,1.3662347793579102,0.5114142894744873,0.6261729598045349,0.2723426818847656,0.3402338325977325,1.8223381042480469,,,,,
Lithuania,,,6.763000011444092,,,,,,,-0.1452128291130066,,2023,,,,,,,,,,,,0.9393466114997864,67.3969955444336,0.7478520274162292,0.8050867319107056,,0.0440351031720638,6.849308967590332,6.676691055297852,10.567838668823242,1.777825117111206,1.807981848716736,1.5105764865875244,0.4323169887065887,0.4873256087303161,0.0585177168250083,0.0888190567493438,2.377429485321045,,,,,
France,,,6.661300182342529,,,,,,,-0.1002898514270782,,2023,,,,,,,,,,,,0.9088037610054016,72.30005645751953,0.818730354309082,0.5526185035705566,,0.0376057401299476,6.735007286071777,6.587593078613281,10.700735092163086,1.777825117111206,1.8556448221206665,1.4334245920181274,0.5659090876579285,0.5816452503204346,0.0826210081577301,0.2696537375450134,1.872446060180664,,,,,
Slovenia,,,6.649899959564209,,,,,,,0.0144006377086043,,2023,,,,,,,,,,,,0.9505247473716736,71.05184936523438,0.9132804870605468,0.7712460160255432,,0.0508371666073799,6.74954080581665,6.550259113311768,10.58829116821289,1.777825117111206,1.815317153930664,1.5388127565383911,0.5318995714187622,0.7074655294418335,0.1441578716039657,0.1130580455064773,1.7991509437561035,,,,,
Costa Rica,,,6.608500003814697,,,,,,,-0.0698049068450927,,2023,,,,,,,,,,,,0.8716379404067993,70.0,0.8950209617614746,0.767810046672821,,0.0516055151820182,6.709646701812744,6.50735330581665,9.951566696166992,1.777825117111206,1.5869576930999756,1.3395427465438845,0.503240168094635,0.6831671595573425,0.0989776253700256,0.1155191212892532,2.281061172485352,,,,,
Romania,,,6.589099884033203,,,,,,,-0.1717483699321746,,2023,,,,,,,,,,,,0.8479619026184082,67.05085754394531,0.8558145761489868,0.9290894269943236,,0.0515877231955528,6.690211772918701,6.487987995147705,10.339055061340332,1.777825117111206,1.7259292602539062,1.2797365188598633,0.4228858947753906,0.6309942007064819,0.044280145317316,0.0,2.4853105545043945,,,,,
Singapore,,,6.586699962615967,,,,,,,0.0627389848232269,,2023,,,,,,,,,,,,0.8775396943092346,73.80000305175781,0.8776695728302002,0.1461123824119568,,0.0679196491837501,6.719822406768799,6.453577518463135,11.571497917175291,1.777825117111206,2.1679413318634038,1.3544509410858154,0.6067776083946228,0.6600772142410278,0.1700936704874038,0.5608206987380981,1.0665555000305176,,,,,
United Arab Emirates,,,6.571199893951416,,,,,,,0.0956914871931076,,2023,,,,,,,,,,,,0.825512707233429,66.24315643310547,0.9417835474014282,0.5837928652763367,,0.0432604178786277,6.655990123748779,6.486409664154053,11.145174026489258,1.777825117111206,2.0150415897369385,1.2230294942855835,0.4008787274360657,0.745395302772522,0.1877742558717727,0.2473245859146118,1.751781940460205,,,,,
"Taiwan, Province of China",,,6.535399913787842,,,,,,,-0.1289578080177307,,2023,,,,,,,,,,,,0.88442462682724,69.5999984741211,0.8039209842681885,0.6809817552566528,,0.046871393918991,6.627267837524414,6.4435319900512695,10.797459602355955,1.777825117111206,1.890334725379944,1.371842384338379,0.4923414885997772,0.5619380474090576,0.067239299416542,0.1777113676071167,1.9740161895751955,,,,,
Uruguay,,,6.493899822235107,,,,,,,-0.0646173283457756,,2023,,,,,,,,,,,,0.9132089614868164,67.5,0.8952000141143799,0.574579119682312,,0.0456733591854572,6.583419799804688,6.404379844665527,10.03650951385498,1.777825117111206,1.617422103881836,1.4445520639419556,0.4351235330104828,0.6834053993225098,0.1017609983682632,0.2539240717887878,1.9577207565307615,,,,,
Slovakia,,,6.468599796295166,,,,,,,-0.0164425987750291,,2023,,,,,,,,,,,,0.9525606036186218,68.83783721923828,0.7532278895378113,0.897835910320282,,0.0556276775896549,6.577630043029785,6.359569549560547,10.353433609008787,1.777825117111206,1.7310861349105835,1.5439553260803225,0.4715751409530639,0.4944794178009033,0.1276090145111084,0.0223858673125505,2.0775585174560547,,,,,
Saudi Arabia,,,6.462600231170654,,,,,,,-0.0806520581245422,,2023,,,,,,,,,,,,0.8838691711425781,64.39929962158203,0.8938149809837341,0.6913089752197266,,0.0606304109096527,6.581435680389404,6.343764781951904,10.71545124053955,1.777825117111206,1.8609226942062376,1.3704391717910769,0.3506397604942322,0.6815623044967651,0.0931576117873191,0.1703143268823623,1.9355592727661133,,,,,
Estonia,,,6.4552001953125,,,,,,,0.0317642949521541,,2023,,,,,,,,,,,,0.945625901222229,69.6501693725586,0.9287907481193542,0.4094670116901397,,0.0400597006082534,6.533717155456543,6.376683235168457,10.541337966918944,1.777825117111206,1.7984774112701416,1.5264379978179932,0.4937084913253784,0.7281054854393005,0.153474286198616,0.3721884787082672,1.3828096389770508,,,,,
Spain,,,6.436200141906738,,,,,,,-0.0659279972314834,,2023,,,,,,,,,,,,0.9317399263381958,72.3499755859375,0.782114565372467,0.7105185389518738,,0.0421552807092666,6.518824577331543,6.353575706481934,10.540300369262695,1.777825117111206,1.7981053590774536,1.4913617372512815,0.5672692060470581,0.5329196453094482,0.1010577678680419,0.1565551459789276,1.7889785766601562,,,,,
Italy,,,6.4045000076293945,,,,,,,-0.0735428035259246,,2023,,,,,,,,,,,,0.881569504737854,72.05000305175781,0.7105135917663574,0.8417539000511169,,0.054324597120285,6.510976314544678,6.298023700714111,10.634051322937012,1.777825117111206,1.8317288160324097,1.364630103111267,0.5590959787368774,0.437638372182846,0.0969720631837844,0.0625555664300918,2.0519046783447266,,,,,
Kosovo,,,6.367599964141846,,,,,,,0.2587166726589203,,2023,,,,,,,,,,,,0.8437927961349487,65.19499206542969,0.861473560333252,0.8661229014396667,,0.0601270422339439,6.485448837280273,6.249751091003418,9.359097480773926,1.777825117111206,1.3744702339172363,1.2692053318023682,0.3723197281360626,0.6385247111320496,0.2752449214458465,0.0451008528470993,2.392719030380249,,,,,
Chile,,,6.333799839019775,,,,,,,-0.0110291121527552,,2023,,,,,,,,,,,,0.8891310691833496,70.2998275756836,0.7922620177268982,0.8227498531341553,,0.0461522825062274,6.424258232116699,6.243341445922852,10.113971710205078,1.777825117111206,1.645203709602356,1.3837307691574097,0.5114095211029053,0.5464231371879578,0.1305136084556579,0.0761675387620925,2.040321350097656,,,,,
Mexico,,,6.329500198364258,,,,,,,-0.0935604721307754,,2023,,,,,,,,,,,,0.8040080666542053,65.80000305175781,0.8562236428260803,0.7683507204055786,,0.0570625104010105,6.441342830657959,6.217657566070557,9.849601745605469,1.777825117111206,1.550388216972351,1.168708324432373,0.3888042569160461,0.6315385103225708,0.0862316414713859,0.1151318550109863,2.3887288570404053,,,,,
Malta,,,6.299900054931641,,,,,,,0.1193149834871292,,2023,,,,,,,,,,,,0.922677516937256,71.60003662109375,0.8856375217437744,0.7288661599159241,,0.0447013936936855,6.387514591217041,6.21228551864624,10.660865783691406,1.777825117111206,1.84134578704834,1.4684698581695557,0.5468358397483826,0.6706803441047668,0.2004493474960327,0.1434133499860763,1.4286656379699707,,,,,
Panama,,,6.264500141143799,,,,,,,-0.1333904266357422,,2023,,,,,,,,,,,,0.8963010907173157,68.95027160644531,0.8550963401794434,0.8782973885536194,,0.0814049988985061,6.424054145812988,6.104946136474609,10.305059432983398,1.777825117111206,1.713736891746521,1.4018425941467283,0.4746385812759399,0.6300383806228638,0.0648609921336174,0.0363806672394275,1.9430456161499023,,,,,
Poland,,,6.259699821472168,,,,,,,-0.0309511870145797,,2023,,,,,,,,,,,,0.9250565767288208,69.04891967773438,0.7654918432235718,0.7355665564537048,,0.0422864258289337,6.342581272125244,6.176818370819092,10.45294189453125,1.777825117111206,1.7667744159698486,1.4744794368743896,0.4773264229297638,0.5107993483543396,0.1198244765400886,0.138614073395729,1.7718477249145508,,,,,
Nicaragua,,,6.258800029754639,,,,,,,0.0209305360913276,,2023,,,,,,,,,,,,0.8528122305870056,65.64956665039062,0.8774302005767822,0.6250089406967163,,0.0763169303536415,6.40838098526001,6.109219074249268,8.617688179016113,1.777825117111206,1.1085658073425293,1.291988730430603,0.3847053647041321,0.6597586274147034,0.1476614624261856,0.2178028523921966,2.4483234882354736,,,,,
Latvia,,,6.212699890136719,,,,,,,-0.0555824823677539,,2023,,,,,,,,,,,,0.9371284246444702,66.4003677368164,0.8176073431968689,0.8302519917488098,,0.0418428070843219,6.294711589813232,6.130688190460205,10.370321273803713,1.777825117111206,1.73714280128479,1.5049731731414795,0.4051622152328491,0.580150842666626,0.1066086217761039,0.0707940086722374,1.8078765869140625,,,,,
Bahrain,,,6.173200130462647,,,,,,,0.1170251443982124,,2023,,,,,,,,,,,,0.8438454270362854,65.82499694824219,0.9439725875854492,0.736698567867279,,0.0999447852373123,6.369091987609863,5.97730827331543,10.775781631469728,1.777825117111206,1.8825600147247317,1.2693383693695068,0.3894852697849273,0.7483083009719849,0.1992207467555999,0.1378032565116882,1.546459674835205,,,,,
Guatemala,,,6.150300025939941,,,,,,,-0.0572603940963745,,2023,,,,,,,,,,,,0.8117339015007019,62.900001525878906,0.8559675216674805,0.8365757465362549,,0.1079569160938263,6.361895561218262,5.938704490661621,9.11570930480957,1.777825117111206,1.287179708480835,1.188223958015442,0.3097888827323913,0.6311976909637451,0.1057083457708358,0.0662645101547241,2.5619683265686035,,,,,
Kazakhstan,,,6.143899917602539,,,,,,,-0.0004826637741643,,2023,,,,,,,,,,,,0.9314469695091248,65.8017349243164,0.8532366156578064,0.7214602828025818,,0.0483909808099269,6.238746166229248,6.04905366897583,10.16606616973877,1.777825117111206,1.6638872623443604,1.4906219244003296,0.3888514637947082,0.6275635957717896,0.1361722648143768,0.1487179398536682,1.688058853149414,,,,,
Serbia,,,6.143599987030029,,,,,,,0.203995332121849,,2023,,,,,,,,,,,,0.8730476498603821,67.08761596679688,0.8450360298156738,0.816429853439331,,0.079274907708168,6.298978805541992,5.988221168518066,9.85398006439209,1.777825117111206,1.551958441734314,1.3431038856506348,0.4238874316215515,0.6166508793830872,0.2458843737840652,0.0806943476200103,1.8814105987548828,,,,,
Cyprus,,,6.130000114440918,,,,,,,-0.0600265711545944,,2023,,,,,,,,,,,,0.8260807394981384,72.80194091796875,0.7238736748695374,0.8597859740257263,,0.0539054311811924,6.235654830932617,6.024345397949219,10.6112060546875,1.777825117111206,1.823535442352295,1.2244642972946167,0.5795837640762329,0.4554170072078705,0.1042241603136062,0.0496397875249385,1.893101692199707,,,,,
Japan,,,6.129000186920166,,,,,,,-0.2369365394115448,,2023,,,,,,,,,,,,0.8941164612770081,74.3494644165039,0.7994951009750366,0.6399160623550415,,0.0417039282619953,6.210740089416504,6.047260284423828,10.615657806396484,1.777825117111206,1.825132131576538,1.3963241577148438,0.6217486262321472,0.5560483932495117,0.009303618222475,0.2071253806352615,1.5133357048034668,,,,,
Croatia,,,6.125,,,,,,,-0.0926464051008224,,2023,,,,,,,,,,,,0.9171806573867798,68.94998168945312,0.7571233510971069,0.9252828359603882,,0.0571322701871395,6.2369794845581055,6.013020515441895,10.340739250183104,1.777825117111206,1.72653329372406,1.454584717750549,0.4746306836605072,0.4996632039546966,0.086722083389759,0.0027265360113233,1.880109786987305,,,,,
Brazil,,,6.124599933624268,,,,,,,-0.0093699628487229,,2023,,,,,,,,,,,,0.836276650428772,65.74871063232422,0.8013285398483276,0.7376851439476013,,0.0648576542735099,6.251720905303955,5.99747896194458,9.58218765258789,1.777825117111206,1.4544808864593506,1.250219464302063,0.3874067068099975,0.5584881901741028,0.1314038187265396,0.1370965987443924,2.205469846725464,,,,,
El Salvador,,,6.121600151062012,,,,,,,-0.1079049557447433,,2023,,,,,,,,,,,,0.7547428011894226,65.59691619873047,0.9175320863723756,0.6196134686470032,,0.069260761141777,6.257351398468018,5.985848903656006,9.089116096496582,1.777825117111206,1.2776421308517456,1.0442631244659424,0.3832708299160003,0.7131232619285583,0.07853514701128,0.2216674536466598,2.403146743774414,,,,,
Hungary,,,6.041200160980225,,,,,,,-0.0591716542840004,,2023,,,,,,,,,,,,0.9426373243331908,67.50045013427734,0.7578166723251343,0.8388599753379822,,0.0551410615444183,6.1492767333984375,5.933123588562012,10.418682098388672,1.777825117111206,1.7544872760772705,1.5188888311386108,0.4351357817649841,0.5005857944488525,0.104682870209217,0.064628392457962,1.6627883911132812,,,,,
Argentina,,,6.02370023727417,,,,,,,-0.0894799306988716,,2023,,,,,,,,,,,,0.8908900618553162,67.20008087158203,0.8226782083511353,0.8140133619308472,,0.0628900080919265,6.146964550018311,5.900435924530029,9.95878791809082,1.777825117111206,1.5895475149154663,1.3881741762161257,0.4269517362117767,0.5868987441062927,0.0884210467338562,0.0824252068996429,1.861257076263428,,,,,
Honduras,,,6.022500038146973,,,,,,,0.0973521620035171,,2023,,,,,,,,,,,,0.7655693888664246,64.0630111694336,0.8426064848899841,0.8429010510444641,,0.0886720418930053,6.1962971687316895,5.848702907562256,8.635234832763672,1.777825117111206,1.114858865737915,1.0716112852096558,0.3414770364761352,0.6134178042411804,0.1886652708053589,0.0617339015007019,2.630737781524658,,,,,
Uzbekistan,,,6.0142998695373535,,,,,,,0.2295317649841308,,2023,,,,,,,,,,,,0.874754011631012,65.3005142211914,0.9379149079322816,0.6381723880767822,,0.0589000359177589,6.129744052886963,5.898855686187744,8.948406219482422,1.777825117111206,1.2271769046783447,1.3474141359329224,0.3751948475837707,0.7402471899986267,0.2595858573913574,0.2083743214607238,1.856308460235596,,,,,
Malaysia,,,6.01230001449585,,,,,,,0.1595873385667801,,2023,,,,,,,,,,,,0.7986076474189758,65.66233825683594,0.876727819442749,0.7584688663482666,,0.0787539631128311,6.1666579246521,5.8579421043396,10.169085502624512,1.777825117111206,1.6649701595306396,1.155066728591919,0.3850533664226532,0.6588239669799805,0.2220573723316192,0.1222098991274833,1.804088115692139,,,,,
Portugal,,,5.9679999351501465,,,,,,,-0.1960751861333847,,2023,,,,,,,,,,,,0.877972424030304,71.25039672851562,0.902433216571808,0.8780763149261475,,0.0548708587884902,6.075546741485596,5.860453128814697,10.4286527633667,1.777825117111206,1.7580631971359253,1.3555439710617063,0.5373093485832214,0.693030834197998,0.0312276612967252,0.0365390144288539,1.556326389312744,,,,,
"Korea, Republic of",,,5.951099872589111,,,,,,,-0.0462142340838909,,2023,,,,,,,,,,,,0.8116115927696228,73.65018463134766,0.7168270945549011,0.7011785507202148,,0.0454473532736301,6.040176868438721,5.862022876739502,10.69267463684082,1.777825117111206,1.85275399684906,1.1879149675369265,0.6026955842971802,0.4460399150848388,0.1116351261734962,0.1632450670003891,1.586768627166748,,,,,
Greece,,,5.930900096893311,,,,,,,-0.2395679205656051,,2023,,,,,,,,,,,,0.8349514007568359,71.14976501464844,0.5679218173027039,0.7932218313217163,,0.0476422645151615,6.0242791175842285,5.837521076202393,10.288155555725098,1.777825117111206,1.707674264907837,1.246871829032898,0.5345674753189087,0.2478878051042556,0.0078917583450675,0.0973174944519996,2.088672399520874,,,,,
Mauritius,,,5.902299880981445,,,,,,,-0.0282245129346847,,2023,,,,,,,,,,,,0.888333261013031,63.85012435913086,0.8129426836967468,0.7749056816101074,,0.0565967634320259,6.013229370117188,5.791370391845703,9.95720100402832,1.777825117111206,1.5889784097671509,1.3817156553268433,0.3356765806674957,0.5739434361457825,0.12128746509552,0.1104367524385452,1.790236473083496,,,,,
Thailand,,,5.8429999351501465,,,,,,,0.288653165102005,,2023,,,,,,,,,,,,0.8735074400901794,68.44964599609375,0.8503376245498657,0.9103906750679016,,0.0641792118549346,5.9687910079956055,5.717208862304688,9.751472473144531,1.777825117111206,1.5151944160461426,1.344265341758728,0.4609982073307037,0.6237058639526367,0.2913073003292084,0.0133933015167713,1.5941057205200195,,,,,
Mongolia,,,5.840199947357178,,,,,,,0.1904609650373459,,2023,,,,,,,,,,,,0.9328268766403198,60.49993133544922,0.7011629343032837,0.8487215042114258,,0.0459125749766826,5.930188655853272,5.750211238861084,9.372422218322754,1.777825117111206,1.379249095916748,1.494107365608215,0.2443949729204177,0.4251952171325683,0.2386225461959839,0.057564903050661,2.0010533332824707,,,,,
Kyrgyzstan,,,5.825300216674805,,,,,,,0.1813510954380035,,2023,,,,,,,,,,,,0.911150336265564,66.85247039794922,0.93429297208786,0.9037905335426332,,0.044867742806673,5.913240909576416,5.737359523773193,8.485833168029785,1.777825117111206,1.0612764358520508,1.4393519163131714,0.4174804985523224,0.7354274392127991,0.2337346673011779,0.0181207656860351,1.9199013710021973,,,,,
"Moldova, Republic of",,,5.819200038909912,,,,,,,-0.0800843685865402,,2023,,,,,,,,,,,,0.8566350340843201,65.29906463623047,0.8397157788276672,0.900856614112854,,0.0522198118269443,5.921550750732422,5.716849327087402,9.498775482177734,1.777825117111206,1.424565315246582,1.301645278930664,0.375155359506607,0.609571099281311,0.0934622064232826,0.0202222354710102,1.994591474533081,,,,,
China,,,5.81790018081665,,,,,,,-0.0407825037837028,,2023,,,,,,,,,,,,0.8356984853744507,68.68879699707031,0.8818911910057068,0.7272279858589172,,0.0444744639098644,5.9050703048706055,5.730730056762695,9.738065719604492,1.777825117111206,1.5103861093521118,1.2487590312957764,0.4675142765045166,0.6656950116157532,0.1145495027303695,0.1445867121219635,1.6664276123046875,,,,,
Viet Nam,,,5.763299942016602,,,,,,,-0.0036427439190447,,2023,,,,,,,,,,,,0.8211429715156555,65.5024185180664,0.938640594482422,0.7588440775871277,,0.0518048107624053,5.864837169647217,5.661762714385986,9.286938667297363,1.777825117111206,1.3485907316207886,1.2119914293289185,0.3806960880756378,0.7412129044532776,0.134476751089096,0.1219411492347717,1.8244390487670896,,,,,
Paraguay,,,5.737800121307373,,,,,,,0.020743167027831,,2023,,,,,,,,,,,,0.9060643315315248,65.89987182617188,0.8908432126045227,0.8425903916358948,,0.0575034692883491,5.850506782531738,5.625093460083008,9.509722709655762,1.777825117111206,1.4284915924072266,1.4265047311782837,0.3915253579616546,0.6776077151298523,0.1475609242916107,0.0619564168155193,1.6041193008422852,,,,,
Montenegro,,,5.7221999168396,,,,,,,0.063483290374279,,2023,,,,,,,,,,,,0.8896059989929199,67.0999984741211,0.8049980401992798,0.8444382548332214,,0.1118156835436821,5.94135856628418,5.50304126739502,9.81259059906006,1.777825117111206,1.5371142625808716,1.3849304914474487,0.4242248237133026,0.5633713006973267,0.1704930365085601,0.0606328509747982,1.5813961029052734,,,,,
Jamaica,,,5.702700138092041,,,,,,,-0.1062569320201873,,2023,,,,,,,,,,,,0.8673140406608582,66.5999984741211,0.8223790526390076,0.8750672340393066,,0.0885063335299491,5.8761725425720215,5.5292277336120605,9.16460132598877,1.777825117111206,1.3047146797180176,1.328620672225952,0.4106014668941498,0.5865006446838379,0.0794193893671035,0.0386943221092224,1.9541537761688232,,,,,
"Bolivia, Plurinational State of",,,5.684299945831299,,,,,,,-0.0627197548747062,,2023,,,,,,,,,,,,0.8113415241241455,63.59894180297852,0.8683634400367737,0.8457956910133362,,0.057363249361515,5.796731948852539,5.571867942810059,8.984602928161621,1.777825117111206,1.2401587963104248,1.1872327327728271,0.3288326859474182,0.6476932764053345,0.102779135107994,0.0596605651080608,2.1179699897766118,,,,,
Russian Federation,,,5.660699844360352,,,,,,,-0.0303580816835165,,2023,,,,,,,,,,,,0.8886616826057434,64.947265625,0.7193708419799805,0.8014196753501892,,0.037181656807661,5.733575820922852,5.587823867797852,10.20974826812744,1.777825117111206,1.679553747177124,1.3825452327728271,0.3655700087547302,0.4494249522686004,0.1201427057385444,0.0914456471800804,1.5719919204711914,,,,,
Bosnia and Herzegovina,,,5.632500171661377,,,,,,,0.2064070999622345,,2023,,,,,,,,,,,,0.8803004622459412,67.27503204345703,0.7461434006690979,0.917537808418274,,0.0726704150438308,5.7749342918396,5.490066051483154,9.615763664245604,1.777825117111206,1.4665228128433228,1.361424684524536,0.4289939105510711,0.4850519001483917,0.2471783906221389,0.0082740448415279,1.6350252628326416,,,,,
Colombia,,,5.63040018081665,,,,,,,-0.1043145880103111,,2023,,,,,,,,,,,,0.8216689825057983,69.34968566894531,0.8042616844177246,0.83354651927948,,0.0596279464662075,5.747271060943604,5.513529300689697,9.584429740905762,1.777825117111206,1.4552850723266602,1.2133201360702517,0.4855212867259979,0.5623914003372192,0.0804615467786789,0.0684342458844184,1.7649869918823242,,,,,
Dominican Republic,,,5.568900108337402,,,,,,,-0.0987941995263099,,2023,,,,,,,,,,,,0.8270636200904846,64.39896392822266,0.8500227928161621,0.6567947268486023,,0.0727870836853981,5.711562633514404,5.4262375831604,9.810591697692873,1.777825117111206,1.5363973379135132,1.2269470691680908,0.3506306111812591,0.6232869029045105,0.0834235027432441,0.1950357407331466,1.553220272064209,,,,,
Ecuador,,,5.558899879455566,,,,,,,-0.1076728552579879,,2023,,,,,,,,,,,,0.8057536482810974,69.0002212524414,0.8022295236587524,0.8325657844543457,,0.0626056641340255,5.681606769561768,5.436192989349365,9.270211219787598,1.777825117111206,1.342591404914856,1.1731176376342771,0.4759995639324188,0.5596871376037598,0.0786596834659576,0.0691367164254188,1.8597559928894043,,,,,
Peru,,,5.525899887084961,,,,,,,-0.1188521385192871,,2023,,,,,,,,,,,,0.7979649901390076,69.84983825683594,0.7943701148033142,0.8917118310928345,,0.0579938627779483,5.639567852020264,5.412231922149658,9.401518821716309,1.777825117111206,1.389684557914734,1.1534433364868164,0.4991487860679626,0.5492284297943115,0.0726614668965339,0.0267723444849252,1.835005760192871,,,,,
Philippines,,,5.522900104522705,,,,,,,-0.0598896220326423,,2023,,,,,,,,,,,,0.7799321413040161,62.03751754760742,0.9185475707054138,0.7320905923843384,,0.077473796904087,5.67474889755249,5.37105131149292,8.978732109069824,1.777825117111206,1.2380532026290894,1.1078919172286987,0.2862890660762787,0.714474618434906,0.1042976453900337,0.1411037892103195,1.9308080673217771,,,,,
Bulgaria,,,5.466100215911865,,,,,,,-0.0568269826471805,,2023,,,,,,,,,,,,0.9182446599006652,66.49977111816406,0.8005364537239075,0.9109797477722168,,0.0590321831405162,5.581803321838379,5.350397109985352,10.086685180664062,1.777825117111206,1.6354175806045532,1.4572725296020508,0.4078706204891205,0.5574341416358948,0.105940893292427,0.0129713676869869,1.2891979217529297,,,,,
Nepal,,,5.360300064086914,,,,,,,0.1459351778030395,,2023,,,,,,,,,,,,0.7478566765785217,61.84700012207031,0.8079494833946228,0.7833759188652039,,0.074702188372612,5.506716251373291,5.213883876800537,8.256011962890625,1.777825117111206,0.9788516759872437,1.0268685817718506,0.2810980975627899,0.5672988295555115,0.2147323489189148,0.1043697968125343,2.1870367527008057,,,,,
Armenia,,,5.341700077056885,,,,,,,-0.1553149670362472,,2023,,,,,,,,,,,,0.7902310490608215,67.78897094726562,0.7956050634384155,0.7054339051246643,,0.0657015368342399,5.470475196838379,5.212924957275391,9.614712715148926,1.777825117111206,1.4661458730697632,1.1339071989059448,0.442997008562088,0.5508717894554138,0.0530974417924881,0.1601970940828323,1.5344746112823486,,,,,
Tajikistan,,,5.329800128936768,,,,,,,-0.059758573770523,,2023,,,,,,,,,,,,0.8355719447135925,62.225528717041016,0.8320024609565735,0.5215774178504944,,0.0624410584568977,5.452184677124023,5.207415580749512,8.236533164978027,1.777825117111206,0.971865713596344,1.2484393119812012,0.2914117574691772,0.5993067622184753,0.1043679565191268,0.2918874621391296,1.822527885437012,,,,,
Algeria,,,5.329100131988525,,,,,,,-0.1173740327358245,,2023,,,,,,,,,,,,0.8552190065383911,66.54923248291016,0.5712404251098633,0.7169064283370972,,0.0621362887322902,5.450887203216553,5.207313060760498,9.300213813781738,1.777825117111206,1.3533517122268677,1.2980681657791138,0.409218281507492,0.2523039579391479,0.0734545439481735,0.1519797146320343,1.7906951904296875,,,,,
China,,,5.308499813079834,,,,,,,-0.0258915331214666,,2023,,,,,,,,,,,,0.8169247508049011,77.27977752685547,0.6873374581336975,0.3846096694469452,,0.0480184145271778,5.402616024017334,5.214383602142334,10.966443061828612,1.777825117111206,1.9509402513504028,1.201336145401001,0.7015898823738098,0.4067972898483276,0.122539222240448,0.3899929225444793,0.5352563858032227,,,,,
Albania,,,5.277299880981445,,,,,,,-0.0069323987700045,,2023,,,,,,,,,,,,0.7179091572761536,69.15007019042969,0.7943277955055237,0.8780936002731323,,0.0657192319631576,5.406109809875488,5.148489952087402,9.567472457885742,1.777825117111206,1.449203372001648,0.9512205123901368,0.4800824522972107,0.5491721034049988,0.1327116936445236,0.0365266352891922,1.678424596786499,,,,,
Indonesia,,,5.276899814605713,,,,,,,0.5313863158226013,,2023,,,,,,,,,,,,0.803985059261322,63.04774475097656,0.8801135420799255,0.8759906888008118,,0.0589416436851024,5.392425537109375,5.161374092102051,9.38515567779541,1.777825117111206,1.383815884590149,1.1686501502990725,0.3138144016265869,0.6633294224739075,0.4215450584888458,0.0380328819155693,1.287672519683838,,,,,
South Africa,,,5.274600028991699,,,,,,,-0.086628682911396,,2023,,,,,,,,,,,,0.906631350517273,56.98897171020508,0.7300763726234436,0.9021425843238832,,0.0728382095694542,5.417362689971924,5.131837368011475,9.477535247802734,1.777825117111206,1.416947603225708,1.4279369115829468,0.1487330049276352,0.4636710882186889,0.0899508744478225,0.0193011369556188,1.708012580871582,,,,,
Congo,,,5.267099857330322,,,,,,,-0.0043394467793405,,2023,,,,,,,,,,,,0.6046052575111389,56.85004425048828,0.7300418019294739,0.7391861081123352,,0.0881150066852569,5.439805507659912,5.094394207000732,8.095203399658203,1.777825117111206,0.9211781620979308,0.6650123000144958,0.1449476927518844,0.4636250734329223,0.134102925658226,0.1360215097665786,2.8022170066833496,,,,,
